1.00000000E-10    2.66666667E+00    -2.30258509E+01    2.66666667E+00
2.50726316E-07    8.25000000E+00    -1.51989039E+01    8.25000000E+00
5.01352632E-07    5.45454545E-01    -1.45059561E+01    5.45454545E-01
7.51978947E-07    1.07142857E+00    -1.41005575E+01    1.07142857E+00
1.00260526E-06    1.87500000E-01    -1.38129087E+01    1.87500000E-01
1.25323158E-06    3.44444444E+00    -1.35897851E+01    3.44444444E+00
1.50385789E-06    1.14285714E+00    -1.34074768E+01    1.14285714E+00
1.75448421E-06    9.60000000E-01    -1.32533356E+01    9.60000000E-01
2.00511053E-06    7.69230769E-02    -1.31198114E+01    7.69230769E-02
2.25573684E-06    1.06896552E+00    -1.30020339E+01    1.06896552E+00
2.50636316E-06    4.68750000E-01    -1.28966778E+01    4.68750000E-01
2.75698947E-06    5.45454545E-01    -1.28013712E+01    5.45454545E-01
3.00761579E-06    3.94736842E-01    -1.27143629E+01    3.94736842E-01
3.25824211E-06    7.56097561E-01    -1.26343227E+01    7.56097561E-01
3.50886842E-06    5.11111111E-01    -1.25602170E+01    5.11111111E-01
3.75949474E-06    1.38775510E+00    -1.24912260E+01    1.38775510E+00
4.01012105E-06    4.00000000E-02    -1.24266891E+01    4.00000000E-02
4.26074737E-06    3.92156863E-02    -1.23660660E+01    3.92156863E-02
4.51137368E-06    3.09090909E-01    -1.23089089E+01    3.09090909E-01
4.76200000E-06    5.51724138E-01    -1.22548428E+01    5.51724138E-01
5.01262632E-06    2.29508197E-01    -1.22035506E+01    2.29508197E-01
5.26325263E-06    1.11111111E-01    -1.21547614E+01    1.11111111E-01
5.51387895E-06    4.54545455E-02    -1.21082422E+01    4.54545455E-02
5.76450526E-06    4.34782609E-02    -1.20637912E+01    4.34782609E-02
6.01513158E-06    4.16666667E-02    -1.20212323E+01    4.16666667E-02
6.26575789E-06    2.33766234E-01    -1.19804110E+01    2.33766234E-01
6.51638421E-06    9.87654321E-02    -1.19411909E+01    9.87654321E-02
6.76701053E-06    8.33333333E-01    -1.19034511E+01    8.33333333E-01
7.01763684E-06    8.52272727E-02    -1.18670840E+01    8.52272727E-02
7.26826316E-06    2.22222222E-02    -1.18319932E+01    2.22222222E-02
7.51888947E-06    4.45652174E-01    -1.17980921E+01    4.45652174E-01
7.76951579E-06    0.00000000E+00    -1.17653027E+01    0.00000000E+00
8.02014211E-06    2.94736842E-01    -1.17335544E+01    2.94736842E-01
8.27076842E-06    1.04166667E-02    -1.17027831E+01    1.04166667E-02
8.52139474E-06    3.03030303E-02    -1.16729305E+01    3.03030303E-02
8.77202105E-06    2.27722772E-01    -1.16439433E+01    2.27722772E-01
9.02264737E-06    5.96793720E+02    -1.16157728E+01    5.96793720E+02
9.27327368E-06    1.23247176E+02    -1.15883741E+01    1.23247176E+02
9.52390000E-06    6.94439953E+01    -1.15617061E+01    6.94439953E+01
9.77452632E-06    4.62851616E+01    -1.15357309E+01    4.62851616E+01
1.00251526E-05    3.37161233E+01    -1.15104134E+01    3.37161233E+01
1.02757789E-05    2.64621304E+01    -1.14857210E+01    2.64621304E+01
1.05264053E-05    2.06929584E+01    -1.14616237E+01    2.06929584E+01
1.07770316E-05    1.71480623E+01    -1.14380934E+01    1.71480623E+01
1.10276579E-05    1.42394803E+01    -1.14151041E+01    1.42394803E+01
1.12782842E-05    1.20780380E+01    -1.13926314E+01    1.20780380E+01
1.15289105E-05    1.05321578E+01    -1.13706527E+01    1.05321578E+01
1.17795368E-05    9.04457059E+00    -1.13491467E+01    9.04457059E+00
1.20301632E-05    7.99339122E+00    -1.13280935E+01    7.99339122E+00
1.22807895E-05    7.26216137E+00    -1.13074743E+01    7.26216137E+00
1.25314158E-05    6.56464279E+00    -1.12872718E+01    6.56464279E+00
1.27820421E-05    5.78916983E+00    -1.12674693E+01    5.78916983E+00
1.30326684E-05    5.23623926E+00    -1.12480514E+01    5.23623926E+00
1.32832947E-05    4.90510983E+00    -1.12290033E+01    4.90510983E+00
1.35339211E-05    4.42682475E+00    -1.12103114E+01    4.42682475E+00
1.37845474E-05    3.94724232E+00    -1.11919623E+01    3.94724232E+00
1.40351737E-05    3.70525962E+00    -1.11739440E+01    3.70525962E+00
1.42858000E-05    3.49518146E+00    -1.11562445E+01    3.49518146E+00
1.45364263E-05    3.07674205E+00    -1.11388529E+01    3.07674205E+00
1.47870526E-05    3.04672155E+00    -1.11217586E+01    3.04672155E+00
1.50376789E-05    2.77672250E+00    -1.11049516E+01    2.77672250E+00
1.52883053E-05    2.52042742E+00    -1.10884224E+01    2.52042742E+00
1.55389316E-05    2.37032129E+00    -1.10721620E+01    2.37032129E+00
1.57895579E-05    2.27714923E+00    -1.10561617E+01    2.27714923E+00
1.60401842E-05    1.91570371E+00    -1.10404135E+01    1.91570371E+00
1.62908105E-05    1.99319259E+00    -1.10249094E+01    1.99319259E+00
1.65414368E-05    1.76455024E+00    -1.10096420E+01    1.76455024E+00
1.67920632E-05    1.77047957E+00    -1.09946042E+01    1.77047957E+00
1.70426895E-05    1.64717119E+00    -1.09797892E+01    1.64717119E+00
1.72933158E-05    1.59876345E+00    -1.09651905E+01    1.59876345E+00
1.75439421E-05    1.51751697E+00    -1.09508018E+01    1.51751697E+00
1.77945684E-05    1.63567490E+00    -1.09366173E+01    1.63567490E+00
1.80451947E-05    1.42077544E+00    -1.09226311E+01    1.42077544E+00
