    0.907000E+00    4001    0.757192E-01
    0.907000E+00    4002   -0.769105E-01
    0.907000E+00    4003    0.781346E-01
    0.907000E+00    4004   -0.793929E-01
    0.907000E+00    4005    0.806873E-01
    0.907000E+00    4006   -0.820194E-01
    0.907000E+00    4007    0.833914E-01
    0.907000E+00    4008   -0.848052E-01
    0.907000E+00    4009    0.862631E-01
    0.907000E+00    4010   -0.877676E-01
    0.907000E+00    4011    0.893213E-01
    0.907000E+00    4012   -0.909271E-01
    0.907000E+00    4013    0.925881E-01
    0.907000E+00    4014   -0.943077E-01
    0.907000E+00    4015    0.960894E-01
    0.907000E+00    4016   -0.979375E-01
    0.907000E+00    4017    0.998562E-01
    0.907000E+00    4018   -0.101850E+00
    0.907000E+00    4019    0.103925E+00
    0.907000E+00    4020   -0.106087E+00
    0.907000E+00    4021    0.108342E+00
    0.907000E+00    4022   -0.110696E+00
    0.907000E+00    4023    0.113160E+00
    0.907000E+00    4024   -0.115740E+00
    0.907000E+00    4025    0.118448E+00
    0.907000E+00    4026   -0.121294E+00
    0.907000E+00    4027    0.124291E+00
    0.907000E+00    4028   -0.127453E+00
    0.907000E+00    4029    0.130798E+00
    0.907000E+00    4030   -0.134343E+00
    0.907000E+00    4031    0.138110E+00
    0.907000E+00    4032   -0.142125E+00
    0.907000E+00    4033    0.146416E+00
    0.907000E+00    4034   -0.151017E+00
    0.907000E+00    4035    0.155970E+00
    0.907000E+00    4036   -0.161322E+00
    0.907000E+00    4037    0.167131E+00
    0.907000E+00    4038   -0.173468E+00
    0.907000E+00    4039    0.180418E+00
    0.907000E+00    4040   -0.188089E+00
    0.907000E+00    4041    0.196617E+00
    0.907000E+00    4042   -0.206173E+00
    0.907000E+00    4043    0.216985E+00
    0.907000E+00    4044   -0.229350E+00
    0.907000E+00    4045    0.243678E+00
    0.907000E+00    4046   -0.260538E+00
    0.907000E+00    4047    0.280756E+00
    0.907000E+00    4048   -0.305571E+00
    0.907000E+00    4049    0.336937E+00
    0.907000E+00    4050   -0.378118E+00
    0.907000E+00    4051    0.434982E+00
    0.907000E+00    4052   -0.519045E+00
    0.907000E+00    4053    0.655273E+00
    0.907000E+00    4054   -0.899434E+00
    0.907000E+00    4055    0.126007E+01
    0.907000E+00    4056    0.183312E+00
    0.907000E+00    4057   -0.191299E+00
    0.907000E+00    4058    0.200204E+00
    0.907000E+00    4059   -0.210219E+00
    0.907000E+00    4060    0.221594E+00
    0.907000E+00    4061   -0.234668E+00
    0.907000E+00    4062    0.249902E+00
    0.907000E+00    4063   -0.267953E+00
    0.907000E+00    4064    0.289783E+00
    0.907000E+00    4065   -0.316862E+00
    0.907000E+00    4066    0.351557E+00
    0.907000E+00    4067   -0.397933E+00
    0.907000E+00    4068    0.463530E+00
    0.907000E+00    4069   -0.563737E+00
    0.907000E+00    4070    0.732974E+00
    0.907000E+00    4071   -0.103999E+01
    0.907000E+00    4072    0.118555E+01
    0.907000E+00    4073   -0.529877E+00
    0.907000E+00    4074    0.673803E+00
    0.907000E+00    4075   -0.933493E+00
    0.907000E+00    4076    0.127392E+01
    0.907000E+00    4077    0.353084E+00
    0.907000E+00    4078   -0.400026E+00
    0.907000E+00    4079    0.466591E+00
    0.907000E+00    4080   -0.568628E+00
    0.907000E+00    4081    0.741663E+00
    0.907000E+00    4082   -0.105507E+01
    0.907000E+00    4083    0.115171E+01
    0.907000E+00    4084   -0.757314E+00
    0.907000E+00    4085    0.108168E+01
    0.907000E+00    4086   -0.107565E+01
    0.907000E+00    4087    0.109481E+01
    0.907000E+00    4088   -0.102976E+01
    0.907000E+00    4089    0.120498E+01
    0.907000E+00    4090   -0.373884E+00
    0.907000E+00    4091    0.428984E+00
    0.907000E+00    4092   -0.509867E+00
    0.907000E+00    4093    0.639735E+00
    0.907000E+00    4094   -0.870835E+00
    0.907000E+00    4095    0.123739E+01
    0.907000E+00    4096   -0.679781E-01
    0.907000E+00    4097    0.689720E-01
    0.907000E+00    4098   -0.699898E-01
    0.907000E+00    4099    0.710326E-01
    0.907000E+00    4100   -0.721013E-01
    0.907000E+00    4101    0.731971E-01
    0.907000E+00    4102   -0.743213E-01
    0.907000E+00    4103    0.754750E-01
    0.907000E+00    4104   -0.766597E-01
    0.907000E+00    4105    0.778768E-01
    0.907000E+00    4106   -0.791278E-01
    0.907000E+00    4107    0.804145E-01
    0.907000E+00    4108   -0.817387E-01
    0.907000E+00    4109    0.831021E-01
    0.907000E+00    4110   -0.845070E-01
    0.907000E+00    4111    0.859556E-01
    0.907000E+00    4112   -0.874502E-01
    0.907000E+00    4113    0.889934E-01
    0.907000E+00    4114   -0.905881E-01
    0.907000E+00    4115    0.922373E-01
    0.907000E+00    4116   -0.939444E-01
    0.907000E+00    4117    0.957129E-01
    0.907000E+00    4118   -0.975468E-01
