    0.1038E+00   -0.1059E+00
   -0.1059E+00   -0.1059E+00
   -0.1059E+00    0.1082E+00
    0.1082E+00    0.1082E+00
    0.1082E+00   -0.1105E+00
   -0.1105E+00   -0.1105E+00
   -0.1105E+00    0.1130E+00
    0.1130E+00    0.1130E+00
    0.1130E+00   -0.1155E+00
   -0.1155E+00   -0.1155E+00
   -0.1155E+00    0.1182E+00
    0.1182E+00    0.1182E+00
    0.1182E+00   -0.1211E+00
   -0.1211E+00   -0.1211E+00
   -0.1211E+00    0.1240E+00
    0.1240E+00    0.1240E+00
    0.1240E+00   -0.1272E+00
   -0.1272E+00   -0.1272E+00
   -0.1272E+00    0.1305E+00
    0.1305E+00    0.1305E+00
    0.1305E+00   -0.1340E+00
   -0.1340E+00   -0.1340E+00
   -0.1340E+00    0.1378E+00
    0.1378E+00    0.1378E+00
    0.1378E+00   -0.1418E+00
   -0.1418E+00   -0.1418E+00
   -0.1418E+00    0.1461E+00
    0.1461E+00    0.1461E+00
    0.1461E+00   -0.1506E+00
   -0.1506E+00   -0.1506E+00
   -0.1506E+00    0.1555E+00
    0.1555E+00    0.1555E+00
    0.1555E+00   -0.1609E+00
   -0.1609E+00   -0.1609E+00
   -0.1609E+00    0.1666E+00
    0.1666E+00    0.1666E+00
    0.1666E+00   -0.1729E+00
   -0.1729E+00   -0.1729E+00
   -0.1729E+00    0.1798E+00
    0.1798E+00    0.1798E+00
    0.1798E+00   -0.1874E+00
   -0.1874E+00   -0.1874E+00
   -0.1874E+00    0.1959E+00
    0.1959E+00    0.1959E+00
    0.1959E+00   -0.2053E+00
   -0.2053E+00   -0.2053E+00
   -0.2053E+00    0.2160E+00
    0.2160E+00    0.2160E+00
    0.2160E+00   -0.2283E+00
   -0.2283E+00   -0.2283E+00
   -0.2283E+00    0.2424E+00
    0.2424E+00    0.2424E+00
    0.2424E+00   -0.2590E+00
   -0.2590E+00   -0.2590E+00
   -0.2590E+00    0.2789E+00
    0.2789E+00    0.2789E+00
    0.2789E+00   -0.3032E+00
   -0.3032E+00   -0.3032E+00
   -0.3032E+00    0.3339E+00
    0.3339E+00    0.3339E+00
    0.3339E+00   -0.3740E+00
   -0.3740E+00   -0.3740E+00
   -0.3740E+00    0.4290E+00
    0.4290E+00    0.4290E+00
    0.4290E+00   -0.5095E+00
   -0.5095E+00   -0.5095E+00
   -0.5095E+00    0.6379E+00
    0.6379E+00    0.6379E+00
    0.6379E+00   -0.8618E+00
   -0.8618E+00   -0.8618E+00
   -0.8618E+00    0.1184E+01
    0.1184E+01    0.1184E+01
    0.1184E+01   -0.1769E+00
   -0.1769E+00   -0.1769E+00
   -0.1769E+00    0.1842E+00
    0.1842E+00    0.1842E+00
    0.1842E+00   -0.1923E+00
   -0.1923E+00   -0.1923E+00
   -0.1923E+00    0.2013E+00
    0.2013E+00    0.2013E+00
    0.2013E+00   -0.2115E+00
   -0.2115E+00   -0.2115E+00
   -0.2115E+00    0.2230E+00
    0.2230E+00    0.2230E+00
    0.2230E+00   -0.2363E+00
   -0.2363E+00   -0.2363E+00
   -0.2363E+00    0.2518E+00
    0.2518E+00    0.2518E+00
    0.2518E+00   -0.2702E+00
   -0.2702E+00   -0.2702E+00
   -0.2702E+00    0.2926E+00
    0.2926E+00    0.2926E+00
    0.2926E+00   -0.3203E+00
   -0.3203E+00   -0.3203E+00
   -0.3203E+00    0.3560E+00
    0.3560E+00    0.3560E+00
    0.3560E+00   -0.4040E+00
   -0.4040E+00   -0.4040E+00
   -0.4040E+00    0.4722E+00
    0.0000E+00    0.0000E+00
