0	-20.0000000000	5.0000000000	-19.5750000000	30.0000000000
1	-19.5750000000	30.0000000000	-19.5750000000	-55.0000000000
2	-19.5750000000	-55.0000000000	-19.4585000000	-48.6250000000
3	-19.4585000000	-48.6250000000	-19.3124550000	-36.9158750000
4	-19.3124550000	-36.9158750000	-19.1107852750	-6.8715219194
5	-19.1107852750	-6.8715219194	-18.7629271791	30.0000000000
6	-18.7629271791	30.0000000000	-18.7629271791	-55.0000000000
7	-18.7629271791	-55.0000000000	-18.6626686355	-49.4370728209
8	-18.6626686355	-49.4370728209	-18.5366006269	-39.3988015259
9	-18.5366006269	-39.3988015259	-18.3628626220	-14.9655860615
10	-18.3628626220	-14.9655860615	-18.0704332999	30.0000000000
11	-18.0704332999	30.0000000000	-18.0704332999	-55.0000000000
12	-18.0704332999	-55.0000000000	-17.9840246339	-50.1295667001
13	-17.9840246339	-50.1295667001	-17.8749919747	-41.4744372652
14	-17.8749919747	-41.4744372652	-17.7248643215	-21.3664737579
15	-17.7248643215	-21.3664737579	-17.4771994039	30.0000000000
16	-17.4771994039	30.0000000000	-17.4771994039	-55.0000000000
17	-17.4771994039	-55.0000000000	-17.4026554158	-50.7228005961
18	-17.4026554158	-50.7228005961	-17.3082163105	-43.2220481484
19	-17.3082163105	-43.2220481484	-17.1781622250	-26.4982547341
20	-17.1781622250	-26.4982547341	-16.9670902542	27.0749339785
21	-16.9670902542	27.0749339785	-16.4923737792	30.0000000000
22	-16.4923737792	30.0000000000	-16.4923737792	-55.0000000000
23	-16.4923737792	-55.0000000000	-16.4375263036	-51.7076262208
24	-16.4375263036	-51.7076262208	-16.3673139086	-46.0610866456
25	-16.3673139086	-46.0610866456	-16.2702730637	-34.3342578460
26	-16.2702730637	-34.3342578460	-16.1165388917	-1.7816235388
27	-16.1165388917	-1.7816235388	-15.8031162315	30.0000000000
28	-15.8031162315	30.0000000000	-15.8031162315	-55.0000000000
29	-15.8031162315	-55.0000000000	-15.7620539069	-52.3968837685
30	-15.7620539069	-52.3968837685	-15.7087972476	-48.0019115581
31	-15.7087972476	-48.0019115581	-15.6346308604	-39.3353315717
32	-15.6346308604	-39.3353315717	-15.5186149011	-17.6866261756
33	-15.5186149011	-17.6866261756	-15.2966757339	30.0000000000
34	-15.2966757339	30.0000000000	-15.2966757339	-55.0000000000
35	-15.2966757339	-55.0000000000	-15.2657422193	-52.9033242661
36	-15.2657422193	-52.9033242661	-15.2249439962	-49.4037346411
37	-15.2249439962	-49.4037346411	-15.1674637895	-42.7683039909
38	-15.1674637895	-42.7683039909	-15.0779560337	-27.4772471056
39	-15.0779560337	-27.4772471056	-14.9137831485	21.2144377403
40	-14.9137831485	21.2144377403	-14.5094352968	30.0000000000
41	-14.5094352968	30.0000000000	-14.5094352968	-55.0000000000
42	-14.5094352968	-55.0000000000	-14.4942465909	-53.6905647032
43	-14.4942465909	-53.6905647032	-14.4728144826	-51.5420721023
44	-14.4728144826	-51.5420721023	-14.4410685535	-47.7162102673
45	-14.4410685535	-47.7162102673	-14.3908282337	-39.9827241594
46	-14.3908282337	-39.9827241594	-14.3029252898	-20.7607874743
47	-14.3029252898	-20.7607874743	-14.1206707214	30.0000000000
48	-14.1206707214	30.0000000000	-14.1206707214	-55.0000000000
49	-14.1206707214	-55.0000000000	-14.1132573070	-54.0793292786
50	-14.1132573070	-54.0793292786	-14.1013888072	-52.5797641556
51	-14.1013888072	-52.5797641556	-14.0822598519	-49.9919321801
52	-14.0822598519	-49.9919321801	-14.0505743157	-45.1016019047
53	-14.0505743157	-45.1016019047	-13.9950708389	-34.3928573378
54	-13.9950708389	-34.3928573378	-13.8871337089	-4.2473277534
55	-13.8871337089	-4.2473277534	-13.6306276734	30.0000000000
56	-13.6306276734	30.0000000000	-13.6306276734	-55.0000000000
57	-13.6306276734	-55.0000000000	-13.6330151200	-54.5693723266
58	-13.6330151200	-54.5693723266	-13.6332016792	-53.8705629948
59	-13.6332016792	-53.8705629948	-13.6298904606	-52.7086739945
60	-13.6298904606	-52.7086739945	-13.6208360214	-50.6939809360
61	-13.6208360214	-50.6939809360	-13.6018892056	-46.9478614691
62	-13.6018892056	-46.9478614691	-13.5645907288	-39.1212117481
63	-13.5645907288	-39.1212117481	-13.4889049730	-19.1439114143
64	-13.4889049730	-19.1439114143	-13.3148464306	30.0000000000
65	-13.3148464306	30.0000000000	-13.3148464306	-55.0000000000
66	-13.3148464306	-55.0000000000	-13.3235495020	-54.8851535694
67	-13.3235495020	-54.8851535694	-13.3315042798	-54.6921686209
68	-13.3315042798	-54.6921686209	-13.3383350373	-54.3721751073
69	-13.3383350373	-54.3721751073	-13.3434292121	-53.8413785705
70	-13.3434292121	-53.8413785705	-13.3457675207	-52.9490803560
71	-13.3457675207	-52.9490803560	-13.3435975721	-51.4045101934
72	-13.3435975721	-51.4045101934	-13.3337481716	-48.5865168594
73	-13.3337481716	-48.5865168594	-13.3100057925	-42.9593681636
74	-13.3100057925	-42.9593681636	-13.2586025174	-29.8259106686
75	-13.2586025174	-29.8259106686	-13.1425600204	10.6865363943
76	-13.1425600204	10.6865363943	-12.8262761381	30.0000000000
77	-12.8262761381	30.0000000000	-12.8262761381	-55.0000000000
78	-12.8262761381	-55.0000000000	-12.8447506153	-55.3737238619
79	-12.8447506153	-55.3737238619	-12.8647242223	-55.9476207828
80	-12.8647242223	-55.9476207828	-12.8871678418	-56.8155496243
81	-12.8871678418	-56.8155496243	-12.9135022331	-58.0858627395
